county,waterbody.type,wbic,name,name.local,named,hydro.unit,basin.maj,basin.min,seg.no,landlock,lake.type,access,area,impound,size.code,dep.max,dep.avg,len.shore,len.shore.m,dist.ash,muskie,nor.pike,wae,lmb,smb,pan,trout,cat,sturg,merc.warn
Bayfield,LP,2899500,EGG LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,W,4,4,VS,27,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2896900,EIGHTEENMILE CREEK SPRINGS,NA,TRUE,4010302,3,280,1,FALSE,SP,T,6,6,VS,11,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,C,NA,NA,NA
Bayfield,LP,2761100,EKO LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,3,3,VS,18,NA,NA,NA,17,NA,P,P,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2463300,ELLISON LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,110,110,M,18,13,NA,NA,32,NA,NA,NA,P,P,P,NA,NA,NA,NA
Bayfield,LP,2463700,EMERSON LAKE,EMERSON L #4,TRUE,7030002,2,270,1,TRUE,SE,NA,9,9,VS,28,NA,NA,NA,27,NA,NA,NA,NA,NA,A,NA,NA,NA,NA
Bayfield,LP,2761200,ERICK LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,10,10,VS,26,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2761400,ESOX LAKE,BASS L # 2,TRUE,4010302,3,280,1,TRUE,DG,T,51,51,M,48,13,NA,NA,22,NA,P,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2761600,EVERETT LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,34,34,S,55,NA,NA,NA,19,NA,P,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2965500,FINGER LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,76,76,M,25,NA,NA,NA,18,NA,NA,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2761800,FIRE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,46,46,S,9,NA,NA,NA,24,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2888200,FISH CREEK SPRING,NA,TRUE,4010301,3,280,1,FALSE,SP,NA,2,2,VS,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2761900,FIVE ISLAND LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,48,48,S,24,13,NA,NA,24,NA,NA,NA,C,P,C,NA,NA,NA,NA
Bayfield,LP,2762000,FLAKEFJORD LAKE,CHELONIA,TRUE,4010302,3,280,1,TRUE,SE,W,11,11,VS,17,NA,NA,NA,22,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2762100,FLYNN LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,64,67,M,42,12,NA,NA,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2902800,FLYNN LAKE,MURRAY, EAGLE,TRUE,4010302,3,280,1,FALSE,DG,NW,29,29,S,9,5,1.3,2093,25,P,P,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2465100,FRELS LAKE,EMERSON L #1,TRUE,7030002,2,270,1,TRUE,SE,NA,11,11,VS,18,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2734900,FRIEDBAUER LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,21,21,S,18,NA,NA,NA,22,NA,C,NA,NA,NA,A,NA,NA,NA,NA
Bayfield,LP,2762300,FROG LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,8,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2465400,FULLER LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,5,5,VS,9,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2735500,GARDEN LAKE,NAMEKAGON L,TRUE,7030002,2,270,1,FALSE,NA,NA,NA,0,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2465700,GEORGE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,46,46,S,50,16,NA,NA,32,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2762400,GETSEY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,19,19,VS,20,NA,NA,NA,19,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2423900,GHOST LAKE,NA,TRUE,7050001,2,261,1,FALSE,SE,W,132,142,M,27,10,NA,NA,25,P,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2762600,GRASS LAKE,NA,TRUE,4010302,3,280,1,TRUE,NA,NA,NA,5,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2762700,HALF MOON LAKE,MILL POND,TRUE,4010301,3,280,1,TRUE,SE,BR,106,104,M,10,6,2.58,4155,24,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2467900,HAMMIL LAKE,HAMMEL,TRUE,7030002,2,270,1,TRUE,SE,NA,83,83,M,47,20,NA,NA,30,NA,NA,P,P,P,C,NA,NA,NA,NA
Bayfield,LP,2762800,HAPPLES LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,24,24,S,36,21,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2903200,HART LAKE,HEART, WIEHE,TRUE,4010302,3,280,1,FALSE,SE,NW,259,259,L,54,25,5.05,8132,24,P,C,C,P,P,P,NA,NA,NA,Y
Bayfield,LP,2468600,HAY LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,16,16,VS,5,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2901600,HAY LAKE,NA,TRUE,4010302,3,280,1,NA,DG,BR,59,59,M,21,6,0.94,1514,19,NA,A,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2763100,HEART LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,24,24,S,19,NA,NA,NA,19,NA,NA,C,NA,NA,A,NA,NA,NA,NA
Bayfield,LP,2468800,HENDERSON LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,R,33,33,S,5,3,2.07,3333,32,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2729500,HENRY LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,29,29,S,28,NA,NA,NA,34,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2763400,HICKS LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,R,6,6,VS,9,NA,0.43,692,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2469000,HIDDEN LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,34,34,S,15,NA,NA,NA,27,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2469300,HILDEBRAND LAKE,EMERSON L #3,TRUE,7030002,2,270,1,TRUE,SE,BR,17,17,VS,42,12,0.84,1353,27,NA,P,NA,P,NA,A,NA,NA,NA,Z
Bayfield,LP,2902600,HILDUR LAKE,BLUEBIRD,TRUE,4010302,3,280,1,FALSE,DG,BR,67,67,M,66,14,1.5,2415,25,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2763500,HOBBS LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,13,13,VS,10,NA,NA,NA,24,NA,P,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2763600,HOIST LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,8,8,VS,23,NA,NA,NA,19,NA,NA,NA,C,NA,NA,NA,NA,NA,NA
Bayfield,LP,2763700,HOLLIBAR LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,7,7,VS,20,NA,NA,NA,19,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2735000,HOLMES LAKE,NA,TRUE,7030002,2,270,1,FALSE,SP,NA,13,13,VS,3,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2763800,HONEY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,10,10,VS,15,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2764000,HORSESHOE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,16,16,VS,12,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2764200,HOSTRAWSER LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,21,21,S,18,NA,NA,NA,30,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2749900,HYATT SPRING,NA,TRUE,7030002,2,270,1,FALSE,SP,W,6,6,VS,4,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2470300,IDLEWILD LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,16,16,VS,22,12,NA,NA,35,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2764300,INCH LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,31,31,S,41,NA,NA,NA,25,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2764500,INDIAN LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,26,26,S,35,12,NA,NA,13,NA,C,NA,C,NA,C,NA,NA,NA,NA
Bayfield,RF,2877000,IRON LAKE,NA,TRUE,4010301,3,280,1,NA,SE,W,249,248,L,12,6,NA,NA,30,NA,A,P,P,NA,P,NA,NA,NA,NA
Bayfield,RF,2876000,IRON RIVER FLOWAGE,NA,TRUE,4010301,3,280,1,NA,SP,W,76,76,M,17,6,NA,NA,24,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2470800,ISLAND LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,BR,59,59,M,51,20,1.83,2947,32,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2764600,ISLAND LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,27,27,S,30,NA,NA,NA,24,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2764700,JACKMAN LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,12,12,VS,22,NA,0.5,805,25,NA,NA,P,NA,NA,A,NA,NA,NA,NA
Bayfield,RF,2734200,JACKSON LAKE,NA,TRUE,7030002,2,270,1,NA,DG,NW,142,142,M,13,8,3.33,5362,22,P,C,C,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2764800,JESSE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,11,11,VS,17,NA,NA,NA,30,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,2732200,JO ANN LAKE,NA,TRUE,7030002,2,270,1,FALSE,SP,NA,12,12,VS,14,NA,NA,NA,30,NA,A,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2765000,JOHNSON LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,11,11,VS,12,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2899000,JOHNSON SPRINGS,NA,TRUE,4010302,3,280,1,NA,SP,BR,2,2,VS,12,5,0.47,757,22,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2765200,JONES LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,48,48,S,7,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2472000,KELLY LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,56,56,M,17,12,NA,NA,32,NA,NA,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2900500,KERN LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,NA,91,91,M,21,11,NA,NA,19,NA,NA,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2765300,LAKE BULLHEAD,BULLHEAD,TRUE,4010302,3,280,1,TRUE,SE,T,7,7,VS,46,NA,NA,NA,19,NA,NA,NA,NA,NA,C,P,NA,NA,NA
Bayfield,LP,2901700,LAKE DELTA,DELTA,TRUE,4010302,3,280,1,FALSE,DG,BR,180,180,L,30,10,3,4831,19,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2472800,LAKE DINNER CAMP,DINNER CAMPL,TRUE,7030002,2,270,1,TRUE,SE,W,14,14,VS,5,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,1858900,LAKE FIVE,FIFTH L, L # FIVE,TRUE,7050001,2,261,1,TRUE,SE,NA,63,63,M,14,NA,NA,NA,25,NA,C,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2472900,LAKE HALF MOON,HALF MOON LAKE,TRUE,7030002,2,270,1,TRUE,SE,NA,15,15,VS,17,NA,NA,NA,30,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2473000,LAKE HOLLY,HOLLY,TRUE,7030002,2,270,1,TRUE,SE,W,15,15,VS,16,NA,NA,NA,30,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2473100,LAKE HORSESHOE,HORSHOE,TRUE,7030002,2,270,1,TRUE,SE,NA,7,7,VS,11,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2734700,LAKE KNOTTING,AQUA,NOTHING,TRUE,7030002,2,270,1,FALSE,SE,W,80,80,M,13,NA,NA,NA,22,NA,C,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2880300,LAKE LENAWEE,LENAWEE,TRUE,4010301,3,280,1,FALSE,SE,BR,15,15,VS,15,NA,0.69,1111,22,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,2896800,LAKE LIZZIE,DAVIS,LIZZY,TRUE,4010302,3,280,1,FALSE,SE,W,17,17,VS,5,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2889300,LAKE LOUISE,LOUISE,TRUE,4010301,3,280,1,NA,SP,NA,4,4,VS,13,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,C,NA,NA,NA
Bayfield,LP,2903700,LAKE MILLICENT,PIKE,TRUE,4010302,3,280,1,FALSE,DG,NW,183,183,L,53,26,3.45,5556,24,P,C,C,P,P,P,NA,NA,NA,Y
Bayfield,LP,2765500,LAKE NOKOMIS,NOKOMIS,TRUE,4010302,3,280,1,TRUE,SE,NA,8,8,VS,15,NA,NA,NA,18,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2895400,LAKE OSBORN,OSBORN,TRUE,4010302,3,280,1,FALSE,DG,NA,16,16,VS,11,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2900200,LAKE OWEN,OWEN,TRUE,4010302,3,280,1,NA,DN,BR,1323,1323,VL,95,27,23.7,38164,25,NA,C,C,C,C,C,NA,NA,NA,Y
Bayfield,LP,2765800,LAKE REE,REE,TRUE,4010302,3,280,1,TRUE,SE,NA,25,25,S,14,NA,NA,NA,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2765700,LAKE RIVER,RIVER,TRUE,4010302,3,280,1,TRUE,SE,NA,14,14,VS,33,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2765900,LAKE RUTH,RUTH,TRUE,4010301,3,280,1,TRUE,SE,BR,66,66,M,30,15,1.8,2899,24,NA,C,P,C,NA,C,NA,NA,NA,Z
Bayfield,LP,2473400,LAKE SIXTEEN,SIXTEEN,TRUE,7030002,2,270,1,TRUE,SE,W,34,34,S,10,NA,NA,NA,30,NA,NA,NA,P,NA,C,P,NA,NA,NA
Bayfield,LP,2766100,LAKE SIXTEEN,NA,TRUE,4010302,3,280,1,TRUE,SP,NA,9,9,VS,31,NA,NA,NA,22,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2890600,LAKE SUPERIOR -UN LAKE,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,14,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2473500,LAKE TAHKODAH,EAST L,TRUE,7030002,2,270,1,TRUE,SE,BR,152,152,L,18,12,2.68,4316,25,NA,A,NA,C,P,A,NA,NA,NA,Y
Bayfield,LP,2904300,LAKE TWO,NA,TRUE,4010302,3,280,1,FALSE,DG,T,8,8,VS,7,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,C,NA,NA,NA
Bayfield,LP,2473600,LAKE WILIPYRO,WIPARO, WHIPFAST,TRUE,7030002,2,270,1,TRUE,SE,NA,77,77,M,25,NA,NA,NA,30,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2473900,LAMEREAU LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,10,10,VS,3,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2766300,LEE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,5,5,VS,8,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2766400,LEMON LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,6,6,VS,40,NA,NA,NA,19,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2475200,LERCHE LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,18,18,VS,37,NA,NA,NA,34,NA,NA,NA,C,P,C,NA,NA,NA,NA
Bayfield,LP,2766500,LESTER LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,24,24,S,44,NA,NA,NA,25,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2766600,LINDGREN LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,7,7,VS,12,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2766700,LINE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,18,NA,NA,NA,22,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2735200,LITTLE BASS LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,43,43,S,15,NA,NA,NA,27,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2898000,LITTLE HIDDEN LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,W,3,3,VS,43,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2476800,LITTLE ISLAND LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,70,70,M,15,NA,NA,NA,32,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2730100,LITTLE ROSA LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,7,7,VS,16,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2882200,LITTLE SISKIWIT LAKE,NA,TRUE,4010301,3,280,1,FALSE,DG,NA,44,37,S,16,8,NA,NA,22,NA,NA,C,NA,NA,C,NA,NA,NA,Z
Bayfield,LP,2766900,LITTLE STAR LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,6,6,VS,68,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,A,NA,NA,NA
Bayfield,LP,2767100,LONG LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,263,263,L,23,12,6.81,10966,24,NA,A,P,P,NA,A,NA,NA,NA,Y
Bayfield,LP,2767200,LONG LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,36,36,S,16,NA,NA,NA,8,NA,NA,NA,P,NA,P,NA,NA,NA,Y
Bayfield,LP,2767400,LOON LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,33,33,S,36,NA,1.37,2206,24,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2881400,LOST CREEK SLOUGH,NA,TRUE,4010301,3,280,1,FALSE,DG,NA,15,15,VS,11,NA,NA,NA,27,NA,P,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,2767600,LOST LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,25,25,S,25,NA,NA,NA,24,NA,NA,NA,C,P,C,NA,NA,NA,NA
Bayfield,RF,2749500,LOWER BEARSDALE SPRINGS,BEARSDALE SPRINGS, LOWER,TRUE,7030002,2,270,1,NA,SP,BR,2,2,VS,9,NA,0.45,725,30,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,RF,2741600,LOWER EAU CLAIRE LAKE,EAU CLAIRE LAKE, LOWER,TRUE,7030001,2,270,2,NA,DG,BR,802,802,VL,41,22,NA,NA,40,P,C,C,P,P,C,NA,NA,NA,Z
Bayfield,LP,2767800,LUND LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,22,22,S,36,11,NA,NA,22,NA,NA,NA,C,NA,A,NA,NA,NA,Z
Bayfield,LP,2921100,MARENGO LAKE,NA,TRUE,4010302,3,280,1,FALSE,DG,BR,99,99,M,26,8,3.3,5314,13,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2903400,MCCARRY LAKE,NA,TRUE,4010302,3,280,1,FALSE,DG,R,32,32,S,21,5,1.04,1675,24,P,C,P,P,P,P,NA,NA,NA,NA
Bayfield,LP,1865300,MCCLOUD LAKE,MCLEOD,TRUE,7050001,2,261,1,TRUE,SE,BR,64,72,M,11,6,1.36,2190,25,NA,P,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2768000,MCGINNIS LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,3,3,VS,11,NA,NA,NA,13,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,RF,2742100,MIDDLE EAU CLAIRE LAKE,NA,TRUE,7030001,2,270,1,NA,DG,BF,902,926,VL,66,17,11,17713,35,P,C,C,C,P,C,NA,NA,NA,Z
Bayfield,RF,2899700,MILL POND LAKE,RUST FL,TRUE,4010302,3,280,1,NA,DG,W,62,62,M,10,NA,NA,NA,22,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2482600,MIMI LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,T,10,10,VS,21,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2768600,MIRROR LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,17,17,VS,21,NA,NA,NA,22,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2768700,MIRROR LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,13,13,VS,48,NA,NA,NA,18,NA,P,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2768900,MOON LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,41,42,S,19,10,0.98,1578,24,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2769100,MOOSE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,5,5,VS,6,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2769200,MORELAND LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,22,22,S,14,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2483600,MOTYKA LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,T,12,12,VS,8,5,NA,NA,25,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2483700,MOUNTAIN LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,11,11,VS,14,NA,NA,NA,27,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2769300,MUCK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,9,9,VS,26,NA,NA,NA,22,NA,NA,NA,NA,NA,A,NA,NA,NA,NA
Bayfield,LP,2769400,MUD FLAT LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NW,11,11,VS,30,NA,0.92,1481,19,NA,P,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2484600,MUD LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,181,178,L,10,3,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2769600,MUD LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,8,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2876800,MUD LAKE,NA,TRUE,4010301,3,280,1,FALSE,SP,NA,1,1,VS,1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,RF,2876500,MULLENHOFF LAKE,NA,TRUE,4010301,3,280,1,NA,NA,NA,NA,69,M,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2903600,MUSKELLUNGE LAKE,BUTTS, BUTTE,TRUE,4010302,3,280,1,FALSE,SE,NA,44,45,S,33,12,NA,NA,25,P,C,P,P,P,P,NA,NA,NA,NA
Bayfield,LP,2426600,MUSKIE SPRINGS LAKE,BEAR PAW,TRUE,7050001,2,261,1,FALSE,DG,NA,22,22,S,10,NA,NA,NA,25,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2769800,MYSTERY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,14,14,VS,13,NA,NA,NA,19,NA,NA,P,P,NA,P,NA,NA,NA,NA
Bayfield,RF,2732600,NAMEKAGON LAKE,SPRING, GARDEN,TRUE,7030002,2,270,1,NA,DG,BFP,3227,3227,VL,50,16,43.62,70242,27,P,C,C,P,P,C,NA,NA,NA,Y
Bayfield,LP,2486000,NANCY LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,7,7,VS,3,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2769900,NE TWIN LAKE,TWIN LAKE, NORTHEAST,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,13,NA,NA,NA,18,NA,NA,NA,NA,P,C,NA,NA,NA,NA
Bayfield,LP,2770000,NELSON LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,21,21,S,37,NA,NA,NA,22,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2770100,NESTLE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,6,6,VS,10,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2731300,NORTH PORTER LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,26,26,S,33,NA,NA,NA,30,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2731800,NORTH TWIN LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,T,53,53,M,25,10,NA,NA,27,NA,C,NA,C,NA,C,NA,NA,NA,NA
