county,waterbody.type,wbic,name,name.local,named,hydro.unit,basin.maj,basin.min,seg.no,landlock,lake.type,access,area,impound,size.code,dep.max,dep.avg,len.shore,len.shore.m,dist.ash,muskie,nor.pike,wae,lmb,smb,pan,trout,cat,sturg,merc.warn
Ashland,LP,2801200,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2810700,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2810800,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2810900,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,7,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811000,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811100,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811200,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,6,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811300,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811400,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2811500,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2825500,UN LAKE,NA,FALSE,4010302,3,280,1,TRUE,NA,NA,NA,19,VS,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2892700,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,25,S,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2905800,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,5,VS,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2912100,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,5,VS,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2916100,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2918500,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,10,VS,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2930400,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2936900,UN LAKE,NA,FALSE,4010302,3,280,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753400,UN LAKE -MICHIGAN IS,NA,TRUE,4010301,3,280,1,TRUE,NA,NA,NA,8,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753600,UN LAKE -MICHIGAN IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,4,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753700,UN LAKE -MICHIGAN IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,4,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753200,UN LAKE -OUTER IS,NA,TRUE,4010301,3,280,1,TRUE,NA,NA,NA,52,M,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753300,UN LAKE -OUTER IS,NA,TRUE,4010301,3,280,1,TRUE,NA,NA,NA,6,VS,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2752300,UN LAKE -STOCKTON IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,13,VS,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2752500,UN LAKE -STOCKTON IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,7,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2752700,UN LAKE -STOCKTON IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,4,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2753000,UN LAKE -STOCKTON IS,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2891600,UN SLOUGH,NA,TRUE,4010301,3,280,1,FALSE,NA,NA,NA,0,VS,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2403700,UN SPRING,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2407800,UN SPRING,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2408900,UN SPRING,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2411200,UN SPRING,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2427150,UN SPRING,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2890800,UN SPRING,NA,FALSE,4010301,3,280,1,FALSE,NA,NA,NA,6,VS,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,RF,2429600,UPPER CLAM LAKE,NA,TRUE,7050001,2,261,1,NA,DG,BR,166,165,L,20,11,2.75,4428,30,C,P,C,P,NA,C,NA,NA,NA,NA
Ashland,RF,2290500,UPPER PARK FALLS FLOWAGE,NA,TRUE,7050002,2,261,2,NA,NA,NA,NA,431,VL,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2044800,WEST TWIN LAKE,NA,TRUE,7050001,2,261,1,TRUE,SE,W,44,44,S,20,12,1.18,1900,24,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Ashland,LP,2935700,WEST TWIN LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,R,66,62,M,5,4,1.51,2432,22,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Ashland,RF,2894200,WHITE RIVER FLOWAGE,NA,TRUE,4010302,3,280,1,NA,DG,BR,56,56,M,26,7,1.8,2899,6,NA,C,NA,P,NA,P,P,NA,NA,NA
Ashland,LP,2047000,WOLF LAKE,NA,TRUE,7050001,2,261,1,TRUE,SE,NA,5,5,VS,17,NA,0.34,548,30,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Ashland,LP,2905600,WOLFS POND,NA,TRUE,4010302,3,280,1,FALSE,SE,NA,3,3,VS,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashland,LP,2428900,WOODTICK LAKE,NA,TRUE,7050001,2,261,1,FALSE,SE,W,12,12,VS,5,NA,0.6,966,24,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Ashland,RF,2406900,ZIELKE LAKE,NA,TRUE,7050001,2,261,1,NA,DG,R,21,21,S,16,7,0.85,1369,27,C,P,C,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2753800,ADELINE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,3,3,VS,27,NA,0.35,564,22,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2753900,AHMEEK LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,53,53,M,24,10,1.57,2528,30,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2754200,ANDERSON LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,33,33,S,46,NA,2.57,4138,27,NA,NA,NA,C,NA,NA,NA,NA,NA,NA
Bayfield,LP,2754400,ANGUS LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,34,34,S,13,7,0.88,1417,24,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2898200,ANODANTA LAKE,BASS L # 4,TRUE,4010302,3,280,1,FALSE,DG,BR,26,26,S,31,12,1.27,2045,22,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2754600,ARMSTRONG LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,48,48,S,43,NA,2.25,3623,22,NA,NA,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2898500,ARROWHEAD LAKE,BASS L # 3,TRUE,4010302,3,280,1,FALSE,SP,W,33,36,S,40,14,1.43,2303,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2734000,ATKINS LAKE,NA,TRUE,7030002,2,270,1,FALSE,DN,BR,176,176,L,80,29,2.39,3849,19,NA,P,P,NA,P,C,P,NA,NA,NA
Bayfield,LP,2754700,BAILEY LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,9,9,VS,8,NA,0.42,676,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2754800,BALSAM POND,NA,TRUE,4010302,3,280,1,TRUE,SE,T,7,7,VS,45,NA,0.1,161,22,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2881200,BARK BAY SLOUGH,NA,TRUE,4010301,3,280,1,FALSE,DG,BR,116,116,M,7,3,7.9,12721,25,NA,C,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2743000,BARNES LAKE,NA,TRUE,7030001,2,270,1,FALSE,SE,NA,16,16,VS,7,NA,0.69,1111,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2451800,BASS LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,20,20,S,16,NA,1.06,1707,32,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2733600,BASS LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,BR,73,78,M,135,7,1.8,2899,22,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2754900,BASS LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,56,59,M,32,15,1.63,2625,25,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2755000,BASS LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,18,18,VS,40,NA,0.96,1546,25,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2755200,BASS LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,41,41,S,18,NA,1.49,2399,24,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2875000,BASS LAKE,NA,TRUE,4010301,3,280,1,FALSE,SE,W,10,10,VS,18,NA,0.5,805,30,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2901100,BASS LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,BR,76,76,M,43,15,1.5,2415,19,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2904900,BASSWOOD LAKE,NA,TRUE,4010302,3,280,1,FALSE,SP,T,119,119,M,9,6,5.07,8164,25,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2901800,BEAR LAKE,NA,TRUE,4010302,3,280,1,FALSE,DG,T,32,32,S,18,NA,2.82,4541,25,NA,C,NA,P,NA,C,NA,NA,NA,Y
Bayfield,LP,2755400,BEAR POND,NA,TRUE,4010302,3,280,1,TRUE,SE,W,10,10,VS,21,NA,0.68,1095,27,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2755500,BEAVER HOUSE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,2,2,VS,8,NA,0.2,322,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2755600,BEAVER LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,19,19,VS,39,10,1.35,2174,19,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2755700,BELL LAKE,BELLS,BELLE,TRUE,4010302,3,280,1,TRUE,SE,NA,14,14,VS,35,NA,0.58,934,25,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2755800,BELLEVUE LAKE,LONG,TRUE,4010302,3,280,1,TRUE,SE,BR,65,65,M,45,18,2.09,3366,19,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2879300,BIBON LAKE,FLAG,TRUE,4010301,3,280,1,FALSE,DG,BR,50,50,M,14,4,3.56,5733,30,NA,A,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,RF,2730400,BIG BROOK LAKE,NA,TRUE,7030002,2,270,1,NA,SP,T,34,34,S,24,11,1.18,1900,30,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2453600,BIRCH LAKE,EMERSON L #2,TRUE,7030002,2,270,1,TRUE,SE,NA,9,9,VS,9,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2743200,BIRCH LAKE,NA,TRUE,7030001,2,270,1,NA,DG,NW,129,129,M,8,5,2.38,3833,35,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2756100,BIRCH LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,12,12,VS,55,NA,0.64,1031,13,NA,P,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2876600,BISMARCK LAKE,NA,TRUE,4010301,3,280,1,FALSE,SE,W,61,61,M,13,NA,1.44,2319,24,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2756200,BLADDER LAKE,KRANSZ,TRUE,4010301,3,280,1,TRUE,SE,BR,81,81,M,35,16,2.2,3543,19,NA,NA,P,P,NA,P,NA,NA,NA,Y
Bayfield,LP,2454000,BLUE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,21,21,S,22,NA,0.93,1498,32,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2902100,BOG LAKE,NA,TRUE,4010302,3,280,1,FALSE,SP,R,12,12,VS,13,NA,1.18,1900,25,NA,A,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2756300,BOGGY POND,NA,TRUE,4010302,3,280,1,TRUE,NA,NA,NA,7,VS,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2742500,BONY LAKE,NA,TRUE,7030001,2,270,1,FALSE,DG,NW,191,191,L,55,23,2.81,4525,35,P,P,P,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2756600,BORIS LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,2,2,VS,25,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2454800,BREAKFAST LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,T,11,11,VS,19,NA,0.5,805,32,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2756800,BROADAX LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,4,4,VS,27,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2756900,BUCK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,6,6,VS,11,NA,0.48,773,18,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,1837700,BUFFALO LAKE,NA,TRUE,7050001,2,261,1,TRUE,SE,NA,179,190,L,29,10,3.13,5040,25,C,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2757000,BUFO LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,21,21,S,35,NA,0.96,1546,22,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2456000,BULLHEAD LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,36,36,S,11,NA,1.48,2383,19,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2757200,BULLHEAD LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,58,NA,0.48,773,22,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2903800,BUSKEY BAY,NA,TRUE,4010302,3,280,1,FALSE,SE,BR,100,100,M,51,15,2.44,3929,24,P,C,C,P,P,P,NA,NA,NA,Y
Bayfield,LP,2757300,CABIN LAKE,CABLE,TRUE,4010301,3,280,1,TRUE,SE,NA,4,4,VS,8,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2729700,CABLE LAKE,NA,TRUE,7030002,2,270,1,FALSE,DG,BR,166,166,L,43,10,NA,NA,34,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2757400,CAMP ELEVEN LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,13,13,VS,15,NA,1.03,1659,30,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2456400,CAMP LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,T,13,13,VS,8,NA,0.75,1208,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2456500,CAMP NINE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,BR,10,10,VS,12,NA,0.5,805,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2965700,CAMP ONE LAKE,NA,TRUE,4010301,3,280,1,FALSE,SE,BR,37,37,S,40,NA,1.32,2126,18,NA,NA,P,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2757600,CAMP TWO LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,4,4,VS,53,NA,0.3,483,19,NA,NA,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2757700,CAMP TWO LAKE,BUCK,TRUE,4010302,3,280,1,TRUE,SE,T,23,23,S,39,NA,0.94,1514,25,NA,NA,NA,NA,NA,A,NA,NA,NA,NA
Bayfield,LP,2757800,CANTHOOK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,34,34,S,38,NA,1.45,2335,25,NA,NA,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2758000,CARROLL LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,19,19,VS,11,NA,0.74,1192,30,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2901400,CARSON POND,NA,TRUE,4010302,3,280,1,FALSE,SP,NA,5,6,VS,12,6,0.39,628,19,NA,P,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,1839700,CASPER LAKE,HOOF,TRUE,7050001,2,261,1,TRUE,SE,NA,10,10,VS,15,NA,0.55,886,25,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2758100,CAT LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,5,5,VS,34,NA,0.36,580,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2758300,CHELONIA LAKE,FLAKEFJORD,TRUE,4010302,3,280,1,TRUE,SE,NA,1,1,VS,4,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2431300,CHIPPEWA LAKE,NA,TRUE,7050001,2,261,1,FALSE,DN,BR,274,319,VL,11,5,4.07,6554,25,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2899200,CISCO LAKE,BASS L # 1,TRUE,4010302,3,280,1,FALSE,SE,BR,95,95,M,105,29,2.38,3833,22,NA,P,P,P,P,P,NA,NA,NA,Y
Bayfield,LP,2457200,CLAIRE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,T,4,4,VS,3,NA,0.38,612,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2758500,CLAY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,31,31,S,59,22,1.19,1916,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2733900,CLUB LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,W,83,83,M,22,NA,2.5,4026,22,NA,C,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2758700,COBURN LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,10,10,VS,9,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2922200,COFFEE LAKE,NA,TRUE,4010302,3,280,100,FALSE,DG,W,54,54,M,16,9,1.99,3205,19,NA,A,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2458400,CONNOR LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,14,14,VS,9,NA,0.93,1498,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2732800,CRANBERRY LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,58,58,M,20,NA,1.23,1981,22,NA,P,P,P,NA,C,NA,NA,NA,NA
Bayfield,RF,2741700,CRANBERRY LAKE,NA,TRUE,7030001,2,270,1,NA,DG,NW,131,131,M,12,NA,3.23,5201,35,P,A,P,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2759200,CRANBERRY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,4,4,VS,25,NA,0.3,483,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2759300,CRANE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,22,22,S,10,NA,0.75,1208,25,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2759600,CROOKED LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,93,93,M,34,15,NA,NA,24,NA,NA,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2759700,CRYSTAL LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,4,4,VS,5,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2874700,CRYSTAL LAKE,NA,TRUE,4010301,3,280,1,FALSE,SE,NA,91,94,M,25,15,NA,NA,30,NA,A,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2897300,CRYSTAL LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,BR,111,111,M,29,17,2.52,4058,22,NA,NA,P,P,P,C,NA,NA,NA,NA
Bayfield,LP,2460000,DAWN LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,10,10,VS,12,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2873400,DE CHAMPS CREEK SPRING,NA,TRUE,4010301,3,280,1,NA,SP,W,1,1,VS,4,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,C,NA,NA,NA
Bayfield,LP,2760000,DEEP LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,13,13,VS,61,NA,NA,NA,19,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2760100,DEEP LAKE,BOTTOMLESS,TRUE,4010301,3,280,1,TRUE,SE,NA,103,125,M,28,17,NA,NA,30,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2760200,DEER LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,16,16,VS,8,NA,NA,NA,17,NA,P,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2896300,DEER LICK LAKE,NA,TRUE,4010302,3,280,1,FALSE,NA,NA,NA,3,VS,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,1844500,DELLS LAKE,NA,TRUE,7050001,2,261,1,TRUE,SE,NA,103,103,M,42,12,NA,NA,25,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,RF,2742800,DEVILS LAKE,NA,TRUE,7030001,2,270,1,NA,DG,NW,23,23,S,54,NA,0.75,1208,35,P,P,P,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2897100,DIAMOND LAKE,NA,TRUE,4010302,3,280,1,FALSE,DG,BR,341,341,VL,83,33,4.74,7633,22,NA,P,P,P,P,C,C,NA,NA,NA
Bayfield,RF,2899400,DRUMMOND LAKE,NA,TRUE,4010302,3,280,100,NA,DG,BR,99,99,M,49,18,3.5,5636,22,NA,C,P,P,NA,A,NA,NA,NA,Z
Bayfield,LP,2760800,DRY WELL LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,4,4,VS,23,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2461800,DUCETTS LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,8,8,VS,19,NA,NA,NA,32,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2431000,DUCK LAKE,NA,TRUE,7050001,2,261,1,FALSE,DG,NA,28,28,S,31,NA,NA,NA,25,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2760900,DUCK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,22,22,S,22,NA,NA,NA,24,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2902900,EAGLE LAKE,MURRAY, INCH,TRUE,4010302,3,280,1,FALSE,DG,NW,170,170,L,52,14,3.8,6119,25,P,C,P,C,P,P,NA,NA,NA,Y
Bayfield,LP,2462100,EAST DAVIS LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,T,12,12,VS,11,NA,NA,NA,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2462200,EAST EIGHTMILEAST LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,35,33,S,22,10,NA,NA,31,NA,C,NA,P,NA,P,NA,NA,NA,Z
Bayfield,LP,2761000,EAST TWIN LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,22,22,S,22,9,0.96,1546,17,NA,P,NA,P,NA,P,NA,NA,NA,Z
